date,HUFL,HULL,MUFL,MULL,LUFL,LULL,OT,transformer_id,hour,dayofweek,month,day_of_year,hour_sin,hour_cos,dow_sin,dow_cos,month_sin,month_cos,doy_sin,doy_cos,is_weekend,is_worktime,season
2018-07-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,6,7,182,0.0,1.0,-0.7818314824680299,0.6234898018587334,-0.4999999999999998,-0.8660254037844388,0.008606996888688698,-0.9999629591162655,1,0,3
2018-07-01 00:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,6,7,182,0.0,1.0,-0.7818314824680299,0.6234898018587334,-0.4999999999999998,-0.8660254037844388,0.008606996888688698,-0.9999629591162655,1,0,3
2018-07-01 00:30:00,-2.000002529641074,-2.2866890004402176,-3.377008771491293,-3.4004970019749603,1.0181072581699102,-1.000000000000002,-5.0045533146219965,2,0,6,7,182,0.0,1.0,-0.7818314824680299,0.6234898018587334,-0.4999999999999998,-0.8660254037844388,0.008606996888688698,-0.9999629591162655,1,0,3
2018-07-01 00:45:00,-4.631344418848329,-2.8195810014284888,-3.282242513779469,0.29683433790632957,0.716644500809347,-2.4281781833705605,-1.737918017964664,2,0,6,7,182,0.0,1.0,-0.7818314824680299,0.6234898018587334,-0.4999999999999998,-0.8660254037844388,0.008606996888688698,-0.9999629591162655,1,0,3
2018-07-01 01:00:00,-0.6116594053143211,-0.6354462121056563,-0.5535164841473158,-1.609389884450842,0.5842569127341171,-1.336934883883817,-1.1360834975030714,2,1,6,7,182,0.25881904510252074,0.9659258262890683,-0.7818314824680299,0.6234898018587334,-0.4999999999999998,-0.8660254037844388,0.008606996888688698,-0.9999629591162655,1,0,3
2018-07-01 01:15:00,-0.4836011686482829,-0.3953010468667343,-1.0125879533202444,-1.1683325862344591,-0.5611883840261533,1.3985210523261569,-1.2547228254012825,2,1,6,7,182,0.25881904510252074,0.9659258262890683,-0.7818314824680299,0.6234898018587334,-0.4999999999999998,-0.8660254037844388,0.008606996888688698,-0.9999629591162655,1,0,3
2018-07-01 01:30:00,-1.1891108678304756,-1.1769328151072063,-1.0737016788922968,-1.4175127909336052,-0.49935490731692667,-33.78825700360035,-1.0194377405102197,2,1,6,7,182,0.25881904510252074,0.9659258262890683,-0.7818314824680299,0.6234898018587334,-0.4999999999999998,-0.8660254037844388,0.008606996888688698,-0.9999629591162655,1,0,3
2018-07-01 01:45:00,-2.960111725818131,-2.5360595145579454,-2.557583081940358,-2.422291002327251,-4.6534371099121605,-2.442014582207578,-1.5646498993528533,2,1,6,7,182,0.25881904510252074,0.9659258262890683,-0.7818314824680299,0.6234898018587334,-0.4999999999999998,-0.8660254037844388,0.008606996888688698,-0.9999629591162655,1,0,3
2018-07-01 02:00:00,0.21925928986311133,0.8793684949295973,0.947694504727321,1.2740306891679436,-2.260881159975304,-1.7290244541642938,-1.280698577377595,2,2,6,7,182,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,-0.4999999999999998,-0.8660254037844388,0.008606996888688698,-0.9999629591162655,1,0,3
2018-07-01 02:15:00,0.4241623966540088,0.7956013770200128,0.8358727698012303,1.2200345525646927,-0.30792352041133797,-1.4123590924923515,-1.110496649510965,2,2,6,7,182,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,-0.4999999999999998,-0.8660254037844388,0.008606996888688698,-0.9999629591162655,1,0,3
