timestamp,actual,predicted
2018-07-04 06:00:00,22.476,20.185043
2018-07-04 09:00:00,24.77975,20.140343
2018-07-04 14:00:00,30.9705,22.772152
2018-07-04 20:00:00,27.25925,21.151064
2018-07-05 01:00:00,25.4305,20.497362
2018-07-05 09:00:00,32.41225,19.96387
2018-07-05 12:00:00,26.0285,20.721523
2018-07-05 13:00:00,26.679249,20.998447
2018-07-05 23:00:00,29.950249,19.058739
2018-07-06 04:00:00,30.5835,18.583452
2018-07-06 05:00:00,30.196499,17.977737
2018-07-06 08:00:00,31.04075,18.537006
2018-07-06 15:00:00,27.94525,20.886486
2018-07-06 17:00:00,29.827,20.759424
2018-07-06 19:00:00,30.1085,19.95398
2018-07-06 21:00:00,29.827,19.376863
2018-07-07 04:00:00,27.0485,18.08265
2018-07-07 16:00:00,34.47,20.853954
2018-07-07 21:00:00,32.97525,20.142738
2018-07-07 22:00:00,32.253998,19.567486
2018-07-08 01:00:00,30.4075,19.04376
2018-07-08 12:00:00,31.21625,19.230747
2018-07-08 14:00:00,33.25033,20.08463
2018-07-08 15:00:00,34.657665,20.539532
2018-07-08 16:00:00,34.259,20.485775
2018-07-09 10:00:00,30.54825,19.762209
2018-07-09 12:00:00,31.18125,21.67605
2018-07-09 16:00:00,32.975,22.481478
2018-07-09 20:00:00,31.023,22.0559
2018-07-10 14:00:00,30.17875,24.974699
2018-07-10 15:00:00,31.19875,26.221195
2018-07-10 22:00:00,28.7015,19.400414
2018-07-11 09:00:00,31.058,19.165735
2018-07-11 10:00:00,31.4975,19.820713
2018-07-11 11:00:00,32.9575,20.04935
2018-07-11 14:00:00,34.751,20.830357
2018-07-11 17:00:00,33.344666,21.638731
2018-07-11 18:00:00,32.6235,20.069801
2018-07-11 22:00:00,33.156666,19.191725
2018-07-12 05:00:00,32.969,18.573456
2018-07-13 20:00:00,33.04525,20.222925
2018-07-14 00:00:00,34.505,19.914967
2018-07-14 01:00:00,33.20375,19.632225
2018-07-14 20:00:00,32.342,18.082945
2018-07-15 00:00:00,31.90225,19.315226
2018-07-15 03:00:00,33.57275,19.997952
2018-07-16 06:00:00,28.297249,24.710857
2018-07-16 09:00:00,32.131,21.238894
2018-07-16 12:00:00,32.37725,23.123095
2018-07-16 15:00:00,34.048,22.792896
2018-07-16 19:00:00,32.88725,24.105125
2018-07-16 23:00:00,31.163666,20.96153
2018-07-17 09:00:00,34.141666,15.457336
2018-07-17 20:00:00,33.802,18.12577
2018-07-18 01:00:00,34.25875,23.794292
2018-07-18 05:00:00,34.142,23.812384
2018-07-18 08:00:00,34.47,21.422323
2018-07-18 19:00:00,33.889748,21.9622
2018-07-18 20:00:00,34.282333,22.200623
2018-07-18 22:00:00,33.485332,22.910208
2018-07-19 09:00:00,32.553,23.310093
2018-07-19 14:00:00,31.814499,31.50016
2018-07-19 16:00:00,33.36767,31.42377
2018-07-19 18:00:00,33.57325,35.281563
2018-07-19 20:00:00,33.34425,33.097218
2018-07-19 21:00:00,32.535248,34.707195
2018-07-20 03:00:00,31.8145,31.743128
2018-07-20 07:00:00,34.54,29.955545
2018-07-20 08:00:00,34.259003,27.428818
2018-07-20 16:00:00,34.189,36.260174
2018-07-20 18:00:00,34.364502,32.261307
2018-07-21 05:00:00,34.23567,34.267014
2018-07-21 16:00:00,34.54,26.822567
2018-08-01 05:00:00,33.362,32.46845
2018-08-01 07:00:00,34.587,25.392788
2018-08-01 11:00:00,34.6455,22.21762
2018-08-02 06:00:00,34.329334,23.720814
2018-08-02 16:00:00,34.751,23.185541
2018-08-02 21:00:00,33.39725,20.458755
2018-08-03 04:00:00,31.322,13.808716
2018-08-03 08:00:00,30.54825,17.815964
2018-08-03 10:00:00,25.536,20.164742
2018-08-03 12:00:00,32.04275,17.339201
2018-08-03 16:00:00,33.321335,29.684763
2018-08-03 18:00:00,32.9575,29.38067
2018-08-03 19:00:00,32.51775,21.878185
2018-08-04 01:00:00,32.27175,26.464697
2018-08-04 05:00:00,31.44525,22.397997
