timestamp,actual,predicted
2018-07-02 01:00:00,19.961,21.192457380756267
2018-07-02 04:00:00,21.016,20.814217817179713
2018-07-02 09:00:00,19.650333,20.31801331603154
2018-07-02 15:00:00,21.033749,23.14132327034718
2018-07-02 20:00:00,25.25475,25.63557870168089
2018-07-02 21:00:00,21.807499,25.584437489770803
2018-07-03 04:00:00,24.973,26.035255046911306
2018-07-03 07:00:00,24.3575,25.430952922014654
2018-07-03 08:00:00,27.40025,25.419982159128526
2018-07-03 10:00:00,29.633501,26.606694243087812
2018-07-03 18:00:00,32.06075,27.43776491384031
2018-07-03 23:00:00,18.6595,25.592378674187362
2018-07-04 00:00:00,24.4985,25.74019226910712
2018-07-04 03:00:00,27.15375,24.794222316868264
2018-07-04 10:00:00,27.55825,26.509566385553143
2018-07-04 12:00:00,29.018,28.81701930507766
2018-07-04 14:00:00,30.9705,29.5996530196341
2018-07-04 16:00:00,32.5355,29.588917134978978
2018-07-05 08:00:00,29.75675,30.819494544448247
2018-07-05 13:00:00,26.679249,30.439890800612332
2018-07-05 14:00:00,29.44,30.687730395065113
2018-07-05 17:00:00,32.5705,31.347519101238273
2018-07-06 04:00:00,30.5835,30.05453323643359
2018-07-06 06:00:00,30.056,29.78428126349305
2018-07-06 07:00:00,29.84475,30.173310550043542
2018-07-06 08:00:00,31.04075,30.33364157022064
2018-07-07 02:00:00,28.13875,28.838767774185193
2018-07-07 04:00:00,27.0485,28.68762556511326
2018-07-07 08:00:00,28.3675,29.161879440090384
2018-07-07 12:00:00,33.274334,31.369583081933246
2018-07-08 09:00:00,30.35475,29.77523929520435
2018-07-08 10:00:00,30.6535,30.288004567593156
2018-07-08 17:00:00,33.66075,32.6898468985308
2018-07-09 04:00:00,28.7545,28.872988221432742
2018-07-09 05:00:00,28.71925,29.11052663939933
2018-07-09 06:00:00,28.537333,28.9703956294298
2018-07-09 09:00:00,29.73925,30.37139506348655
2018-07-09 12:00:00,31.18125,31.324843237263053
2018-07-09 13:00:00,31.199,31.581376151796565
2018-07-09 17:00:00,31.550499,31.12214917965725
2018-07-10 00:00:00,29.668499,29.290503658397437
2018-07-10 08:00:00,28.63125,29.3567959932465
2018-07-10 11:00:00,29.404667,30.40591308626813
2018-07-10 12:00:00,29.56325,30.706162739270148
2018-07-11 02:00:00,28.824749,29.026714086084624
2018-07-11 06:00:00,29.5985,29.840185823637004
2018-07-11 09:00:00,31.058,30.932399894557435
2018-07-13 22:00:00,34.1885,32.980252489458124
2018-07-14 02:00:00,33.977753,33.002641645473716
2018-07-14 05:00:00,34.5405,33.19211626086028
2018-07-14 07:00:00,33.837,33.217157332699074
2018-07-14 15:00:00,34.1185,31.957175105415196
2018-07-15 02:00:00,33.2035,31.39069742019457
2018-07-15 04:00:00,34.4,31.483941568186864
2018-07-15 09:00:00,31.46275,29.05512193113455
